batch_name,query_id,template_id,template_label,fact_table,fact_rows,rows_in,bytes_est,n_joins,has_groupby,selectivity,has_orderby,has_window,limit_rows,reps,median_seconds,min_seconds,max_seconds,calibration_seconds,machine_factor,normalized_seconds,cpu_count,duckdb_threads,measured_at
batch_03,t27_s1,t27,8M rows · 0 joins · group by · window · order by · no limit,fact_event_x,8000000,8000000,576000000,0,1,0.02,1,1,0,5,0.203352,0.200374,0.205941,0.254787,1.02234,0.198908,4,4,2026-08-21T20:02:46+00:00
batch_03,t53_s2,t53,5M rows · 1 join · group by · limit 1000,fact_event_l,5000000,5050000,362000000,1,1,0.15,0,0,1000,5,0.207206,0.206057,0.208977,0.255026,1.0233,0.202488,4,4,2026-08-21T20:02:46+00:00
batch_03,t49_s4,t49,3M rows · 0 joins · group by · window · limit 100,fact_event_m,3000000,3000000,216000000,0,1,0.9,0,1,100,5,0.477977,0.476081,0.484712,0.255265,1.024261,0.466655,4,4,2026-08-21T20:02:46+00:00
batch_03,t37_s3,t37,5M rows · 0 joins · no group by · limit 100,fact_event_l,5000000,5000000,360000000,0,0,0.45,0,0,100,5,0.134386,0.131573,0.136516,0.255505,1.025221,0.13108,4,4,2026-08-21T20:02:46+00:00
batch_03,t42_s1,t42,3M rows · 0 joins · group by · window · order by · no limit,fact_event_m,3000000,3000000,216000000,0,1,0.02,1,1,0,8,0.081428,0.080108,0.082488,0.255744,1.026181,0.079351,4,4,2026-08-21T20:02:46+00:00
batch_03,t39_s1,t39,2M rows · 3 joins · group by · window · no limit,fact_event_s,2000000,2055200,146164800,3,1,0.02,0,1,0,9,0.071347,0.070223,0.072737,0.255983,1.027141,0.069462,4,4,2026-08-21T20:02:46+00:00
batch_03,t52_s3,t52,2M rows · 2 joins · no group by · window · limit 100,fact_event_s,2000000,2055000,146160000,2,0,0.45,0,1,100,5,0.123963,0.121485,0.148327,0.256222,1.028101,0.120575,4,4,2026-08-21T20:02:46+00:00
batch_03,t20_s3,t20,2M rows · 2 joins · no group by · limit 1000,fact_event_s,2000000,2055000,146160000,2,0,0.45,0,0,1000,10,0.061405,0.061175,0.06237,0.256462,1.029062,0.059671,4,4,2026-08-21T20:02:46+00:00
batch_04,t26_s4,t26,8M rows · 3 joins · no group by · order by · limit 1000,fact_event_x,8000000,8055200,578164800,3,0,0.9,1,0,1000,5,0.163473,0.162646,0.165396,0.184626,0.740818,0.220666,4,4,2026-08-21T20:05:18+00:00
batch_04,t02_s1,t02,3M rows · 3 joins · group by · window · order by · limit 1000,fact_event_m,3000000,3055200,218164800,3,1,0.02,1,1,1000,11,0.057857,0.057084,0.06003,0.184847,0.741707,0.078005,4,4,2026-08-21T20:05:18+00:00
batch_04,t17_s4,t17,5M rows · 1 join · no group by · window · limit 1000,fact_event_l,5000000,5050000,362000000,1,0,0.9,0,1,1000,5,0.36782,0.362253,0.373148,0.185069,0.742596,0.495316,4,4,2026-08-21T20:05:18+00:00
batch_04,t58_s2,t58,5M rows · 0 joins · group by · window · limit 100,fact_event_l,5000000,5000000,360000000,0,1,0.15,0,1,100,5,0.155595,0.13915,0.162804,0.185291,0.743485,0.209278,4,4,2026-08-21T20:05:18+00:00
batch_04,t46_s2,t46,8M rows · 1 join · group by · window · order by · limit 100,fact_event_x,8000000,8050000,578000000,1,1,0.15,1,1,100,5,0.276592,0.271188,0.324797,0.185512,0.744373,0.371577,4,4,2026-08-21T20:05:18+00:00
batch_04,t28_s4,t28,2M rows · 3 joins · group by · limit 100,fact_event_s,2000000,2055200,146164800,3,1,0.9,0,0,100,5,0.27552,0.248475,0.29293,0.185733,0.745262,0.369695,4,4,2026-08-21T20:05:18+00:00
batch_04,t51_s4,t51,2M rows · 0 joins · group by · no limit,fact_event_s,2000000,2000000,144000000,0,1,0.9,0,0,0,5,0.163221,0.160499,0.164211,0.185955,0.746151,0.218751,4,4,2026-08-21T20:05:18+00:00
batch_04,t05_s1,t05,3M rows · 3 joins · no group by · order by · limit 1000,fact_event_m,3000000,3055200,218164800,3,0,0.02,1,0,1000,15,0.041213,0.040848,0.042992,0.186177,0.74704,0.055168,4,4,2026-08-21T20:05:18+00:00
batch_04,t43_s3,t43,8M rows · 1 join · no group by · order by · limit 100,fact_event_x,8000000,8050000,578000000,1,0,0.45,1,0,100,5,0.133296,0.132264,0.13639,0.186398,0.747929,0.17822,4,4,2026-08-21T20:05:18+00:00
batch_04,t20_s1,t20,2M rows · 2 joins · no group by · limit 1000,fact_event_s,2000000,2055000,146160000,2,0,0.02,0,0,1000,22,0.028123,0.027736,0.028911,0.186619,0.748817,0.037557,4,4,2026-08-21T20:05:18+00:00
batch_04,t26_s1,t26,8M rows · 3 joins · no group by · order by · limit 1000,fact_event_x,8000000,8055200,578164800,3,0,0.02,1,0,1000,6,0.10566,0.104859,0.108316,0.186841,0.749706,0.140935,4,4,2026-08-21T20:05:18+00:00
batch_04,t08_s3,t08,5M rows · 0 joins · no group by · window · limit 1000,fact_event_l,5000000,5000000,360000000,0,0,0.45,0,1,1000,5,0.193788,0.191347,0.197505,0.186926,0.750047,0.258368,4,4,2026-08-21T20:05:18+00:00
batch_04,t58_s4,t58,5M rows · 0 joins · group by · window · limit 100,fact_event_l,5000000,5000000,360000000,0,1,0.9,0,1,100,5,0.524593,0.519831,0.542482,0.187011,0.750387,0.699097,4,4,2026-08-21T20:05:18+00:00
batch_04,t13_s1,t13,5M rows · 2 joins · group by · window · order by · limit 100,fact_event_l,5000000,5055000,362160000,2,1,0.02,1,1,100,7,0.085271,0.084278,0.088418,0.187096,0.750728,0.113584,4,4,2026-08-21T20:05:18+00:00
batch_04,t01_s2,t01,3M rows · 1 join · no group by · window · order by · limit 100,fact_event_m,3000000,3050000,218000000,1,0,0.15,1,1,100,9,0.065212,0.063392,0.072841,0.187181,0.751069,0.086826,4,4,2026-08-21T20:05:18+00:00
batch_04,t10_s3,t10,2M rows · 3 joins · no group by · window · limit 100,fact_event_s,2000000,2055200,146164800,3,0,0.45,0,1,100,8,0.080307,0.078915,0.082177,0.187266,0.751409,0.106875,4,4,2026-08-21T20:05:18+00:00
batch_04,t55_s3,t55,5M rows · 2 joins · group by · window · limit 100,fact_event_l,5000000,5055000,362160000,2,1,0.45,0,1,100,5,0.461524,0.45619,0.464737,0.18735,0.75175,0.613933,4,4,2026-08-21T20:05:18+00:00
batch_04,t38_s4,t38,3M rows · 2 joins · no group by · limit 1000,fact_event_m,3000000,3055000,218160000,2,0,0.9,0,0,1000,9,0.067473,0.066978,0.069699,0.187435,0.752091,0.089714,4,4,2026-08-21T20:05:18+00:00
batch_04,t03_s2,t03,8M rows · 2 joins · no group by · window · no limit,fact_event_x,8000000,8055000,578160000,2,0,0.15,0,1,0,5,0.176789,0.175212,0.180801,0.18752,0.752431,0.234957,4,4,2026-08-21T20:05:18+00:00
batch_04,t10_s4,t10,2M rows · 3 joins · no group by · window · limit 100,fact_event_s,2000000,2055200,146164800,3,0,0.9,0,1,100,5,0.136542,0.135658,0.138012,0.187605,0.752772,0.181386,4,4,2026-08-21T20:05:18+00:00
batch_04,t60_s2,t60,3M rows · 2 joins · group by · window · order by · no limit,fact_event_m,3000000,3055000,218160000,2,1,0.15,1,1,0,5,0.18441,0.178937,0.211037,0.18769,0.753113,0.244864,4,4,2026-08-21T20:05:18+00:00
batch_04,t06_s2,t06,2M rows · 1 join · no group by · window · order by · no limit,fact_event_s,2000000,2050000,146000000,1,0,0.15,1,1,0,12,0.050602,0.049388,0.051627,0.188196,0.755143,0.06701,4,4,2026-08-21T20:05:18+00:00
batch_04,t15_s1,t15,8M rows · 0 joins · group by · no limit,fact_event_x,8000000,8000000,576000000,0,1,0.02,0,0,0,5,0.131907,0.130659,0.133176,0.188702,0.757173,0.17421,4,4,2026-08-21T20:05:18+00:00
batch_04,t18_s2,t18,2M rows · 2 joins · group by · no limit,fact_event_s,2000000,2055000,146160000,2,1,0.15,0,0,0,6,0.115957,0.111123,0.118749,0.189208,0.759204,0.152735,4,4,2026-08-21T20:05:18+00:00
batch_04,t31_s4,t31,2M rows · 1 join · no group by · window · limit 100,fact_event_s,2000000,2050000,146000000,1,0,0.9,0,1,100,5,0.140417,0.130614,0.147976,0.189714,0.761234,0.18446,4,4,2026-08-21T20:05:18+00:00
batch_04,t12_s2,t12,2M rows · 0 joins · no group by · no limit,fact_event_s,2000000,2000000,144000000,0,0,0.15,0,0,0,22,0.027814,0.027249,0.02943,0.19022,0.763264,0.036441,4,4,2026-08-21T20:05:18+00:00
batch_04,t28_s3,t28,2M rows · 3 joins · group by · limit 100,fact_event_s,2000000,2055200,146164800,3,1,0.45,0,0,100,5,0.15335,0.14628,0.157949,0.190726,0.765295,0.20038,4,4,2026-08-21T20:05:18+00:00
batch_04,t07_s3,t07,2M rows · 2 joins · group by · window · limit 100,fact_event_s,2000000,2055000,146160000,2,1,0.45,0,1,100,5,0.190356,0.182724,0.192137,0.191232,0.767325,0.248077,4,4,2026-08-21T20:05:18+00:00
batch_04,t38_s2,t38,3M rows · 2 joins · no group by · limit 1000,fact_event_m,3000000,3055000,218160000,2,0,0.15,0,0,1000,14,0.04561,0.044772,0.048064,0.191738,0.769355,0.059283,4,4,2026-08-21T20:05:18+00:00
batch_04,t21_s1,t21,2M rows · 3 joins · group by · order by · no limit,fact_event_s,2000000,2055200,146164800,3,1,0.02,1,0,0,14,0.043473,0.042697,0.04679,0.192244,0.771386,0.056357,4,4,2026-08-21T20:05:18+00:00
batch_04,t08_s2,t08,5M rows · 0 joins · no group by · window · limit 1000,fact_event_l,5000000,5000000,360000000,0,0,0.15,0,1,1000,6,0.103209,0.102604,0.106214,0.19275,0.773416,0.133446,4,4,2026-08-21T20:05:18+00:00
batch_04,t27_s3,t27,8M rows · 0 joins · group by · window · order by · no limit,fact_event_x,8000000,8000000,576000000,0,1,0.45,1,1,0,5,0.487773,0.483761,0.564689,0.19226,0.771449,0.632282,4,4,2026-08-21T20:05:18+00:00
batch_04,t17_s2,t17,5M rows · 1 join · no group by · window · limit 1000,fact_event_l,5000000,5050000,362000000,1,0,0.15,0,1,1000,5,0.124201,0.123713,0.125063,0.19177,0.769482,0.161409,4,4,2026-08-21T20:05:18+00:00
batch_04,t33_s4,t33,2M rows · 1 join · group by · no limit,fact_event_s,2000000,2050000,146000000,1,1,0.9,0,0,0,5,0.243953,0.234861,0.247547,0.191279,0.767515,0.317848,4,4,2026-08-21T20:05:18+00:00
batch_04,t02_s4,t02,3M rows · 3 joins · group by · window · order by · limit 1000,fact_event_m,3000000,3055200,218164800,3,1,0.9,1,1,1000,5,0.784679,0.780357,0.805787,0.190789,0.765548,1.02499,4,4,2026-08-21T20:05:18+00:00
batch_04,t52_s2,t52,2M rows · 2 joins · no group by · window · limit 100,fact_event_s,2000000,2055000,146160000,2,0,0.15,0,1,100,14,0.045495,0.043699,0.048372,0.190299,0.763581,0.059581,4,4,2026-08-21T20:05:18+00:00
batch_04,t21_s3,t21,2M rows · 3 joins · group by · order by · no limit,fact_event_s,2000000,2055200,146164800,3,1,0.45,1,0,0,5,0.315682,0.299982,0.319795,0.189809,0.761614,0.414491,4,4,2026-08-21T20:05:18+00:00
batch_04,t57_s1,t57,8M rows · 3 joins · group by · no limit,fact_event_x,8000000,8055200,578164800,3,1,0.02,0,0,0,5,0.156737,0.155243,0.158681,0.189319,0.759648,0.206328,4,4,2026-08-21T20:05:18+00:00
batch_04,t17_s3,t17,5M rows · 1 join · no group by · window · limit 1000,fact_event_l,5000000,5050000,362000000,1,0,0.45,0,1,1000,5,0.193472,0.191161,0.197936,0.188828,0.757681,0.255348,4,4,2026-08-21T20:05:18+00:00
batch_04,t50_s3,t50,2M rows · 3 joins · no group by · limit 1000,fact_event_s,2000000,2055200,146164800,3,0,0.45,0,0,1000,16,0.0389,0.038449,0.039788,0.188338,0.755714,0.051474,4,4,2026-08-21T20:05:18+00:00
batch_05,t56_s1,t56,8M rows · 2 joins · no group by · limit 1000,fact_event_x,8000000,8055000,578160000,2,0,0.02,0,0,1000,5,0.133906,0.133399,0.135302,0.193333,0.775755,0.172614,4,4,2026-08-21T20:07:17+00:00
batch_05,t59_s1,t59,3M rows · 1 join · group by · window · order by · limit 1000,fact_event_m,3000000,3050000,218000000,1,1,0.02,1,1,1000,10,0.063693,0.062965,0.064689,0.193877,0.777937,0.081874,4,4,2026-08-21T20:07:17+00:00
batch_05,t40_s2,t40,3M rows · 3 joins · group by · window · limit 100,fact_event_m,3000000,3055200,218164800,3,1,0.15,0,1,100,5,0.150695,0.148727,0.151115,0.19442,0.780119,0.193169,4,4,2026-08-21T20:07:17+00:00
batch_05,t05_s3,t05,3M rows · 3 joins · no group by · order by · limit 1000,fact_event_m,3000000,3055200,218164800,3,0,0.45,1,0,1000,9,0.072091,0.071673,0.073585,0.194964,0.7823,0.092153,4,4,2026-08-21T20:07:17+00:00
batch_05,t41_s1,t41,3M rows · 1 join · no group by · limit 1000,fact_event_m,3000000,3050000,218000000,1,0,0.02,0,0,1000,12,0.053484,0.052735,0.056716,0.195508,0.784482,0.068177,4,4,2026-08-21T20:07:17+00:00
batch_05,t16_s1,t16,8M rows · 3 joins · group by · order by · limit 100,fact_event_x,8000000,8055200,578164800,3,1,0.02,1,0,100,5,0.160417,0.159592,0.161124,0.196051,0.786664,0.203921,4,4,2026-08-21T20:07:17+00:00
batch_05,t01_s4,t01,3M rows · 1 join · no group by · window · order by · limit 100,fact_event_m,3000000,3050000,218000000,1,0,0.9,1,1,100,5,0.225114,0.221677,0.232284,0.196595,0.788845,0.285372,4,4,2026-08-21T20:07:17+00:00
batch_05,t27_s4,t27,8M rows · 0 joins · group by · window · order by · no limit,fact_event_x,8000000,8000000,576000000,0,1,0.9,1,1,0,5,0.840927,0.830367,0.867904,0.197139,0.791027,1.063083,4,4,2026-08-21T20:07:17+00:00
batch_05,t46_s4,t46,8M rows · 1 join · group by · window · order by · limit 100,fact_event_x,8000000,8050000,578000000,1,1,0.9,1,1,100,5,1.10105,1.08276,1.148268,0.197683,0.793208,1.388097,4,4,2026-08-21T20:07:17+00:00
batch_05,t44_s3,t44,5M rows · 3 joins · group by · window · limit 1000,fact_event_l,5000000,5055200,362164800,3,1,0.45,0,1,1000,5,0.561159,0.55611,0.572935,0.198226,0.79539,0.705514,4,4,2026-08-21T20:07:17+00:00
batch_05,t01_s1,t01,3M rows · 1 join · no group by · window · order by · limit 100,fact_event_m,3000000,3050000,218000000,1,0,0.02,1,1,100,11,0.05677,0.055776,0.058863,0.19877,0.797572,0.071179,4,4,2026-08-21T20:07:17+00:00
batch_05,t57_s4,t57,8M rows · 3 joins · group by · no limit,fact_event_x,8000000,8055200,578164800,3,1,0.9,0,0,0,5,1.611232,1.604577,1.616293,0.198815,0.797752,2.019715,4,4,2026-08-21T20:07:17+00:00
batch_05,t24_s3,t24,5M rows · 3 joins · group by · window · order by · no limit,fact_event_l,5000000,5055200,362164800,3,1,0.45,1,1,0,5,0.964947,0.961431,0.991654,0.19886,0.797932,1.20931,4,4,2026-08-21T20:07:17+00:00
batch_05,t19_s1,t19,8M rows · 3 joins · group by · window · order by · limit 100,fact_event_x,8000000,8055200,578164800,3,1,0.02,1,1,100,5,0.178955,0.176937,0.18127,0.198905,0.798112,0.224223,4,4,2026-08-21T20:07:17+00:00
batch_05,t29_s1,t29,5M rows · 0 joins · group by · order by · limit 1000,fact_event_l,5000000,5000000,360000000,0,1,0.02,1,0,1000,7,0.092014,0.089931,0.100619,0.19895,0.798292,0.115264,4,4,2026-08-21T20:07:17+00:00
batch_05,t52_s4,t52,2M rows · 2 joins · no group by · window · limit 100,fact_event_s,2000000,2055000,146160000,2,0,0.9,0,1,100,5,0.156453,0.152541,0.158952,0.198995,0.798472,0.19594,4,4,2026-08-21T20:07:17+00:00
batch_05,t39_s2,t39,2M rows · 3 joins · group by · window · no limit,fact_event_s,2000000,2055200,146164800,3,1,0.15,0,1,0,5,0.17006,0.167078,0.176547,0.199039,0.798653,0.212934,4,4,2026-08-21T20:07:17+00:00
batch_05,t38_s3,t38,3M rows · 2 joins · no group by · limit 1000,fact_event_m,3000000,3055000,218160000,2,0,0.45,0,0,1000,9,0.069798,0.069023,0.071147,0.199084,0.798833,0.087375,4,4,2026-08-21T20:07:17+00:00
batch_05,t20_s4,t20,2M rows · 2 joins · no group by · limit 1000,fact_event_s,2000000,2055000,146160000,2,0,0.9,0,0,1000,11,0.057436,0.056976,0.061912,0.199129,0.799013,0.071884,4,4,2026-08-21T20:07:17+00:00
batch_05,t06_s1,t06,2M rows · 1 join · no group by · window · order by · no limit,fact_event_s,2000000,2050000,146000000,1,0,0.02,1,1,0,16,0.038445,0.038125,0.039417,0.199174,0.799193,0.048105,4,4,2026-08-21T20:07:17+00:00
batch_05,t57_s2,t57,8M rows · 3 joins · group by · no limit,fact_event_x,8000000,8055200,578164800,3,1,0.15,0,0,0,5,0.405825,0.398497,0.407418,0.199219,0.799373,0.507679,4,4,2026-08-21T20:07:17+00:00
batch_05,t59_s2,t59,3M rows · 1 join · group by · window · order by · limit 1000,fact_event_m,3000000,3050000,218000000,1,1,0.15,1,1,1000,5,0.122886,0.118524,0.126073,0.199075,0.798797,0.153839,4,4,2026-08-21T20:07:17+00:00
batch_05,t29_s4,t29,5M rows · 0 joins · group by · order by · limit 1000,fact_event_l,5000000,5000000,360000000,0,1,0.9,1,0,1000,5,0.453759,0.448396,0.464468,0.198932,0.798221,0.568463,4,4,2026-08-21T20:07:17+00:00
batch_05,t10_s2,t10,2M rows · 3 joins · no group by · window · limit 100,fact_event_s,2000000,2055200,146164800,3,0,0.15,0,1,100,11,0.0591,0.058212,0.063851,0.198788,0.797645,0.074093,4,4,2026-08-21T20:07:17+00:00
batch_05,t24_s2,t24,5M rows · 3 joins · group by · window · order by · no limit,fact_event_l,5000000,5055200,362164800,3,1,0.15,1,1,0,5,0.374789,0.369971,0.376463,0.198645,0.797068,0.47021,4,4,2026-08-21T20:07:17+00:00
batch_05,t22_s1,t22,5M rows · 2 joins · no group by · order by · limit 100,fact_event_l,5000000,5055000,362160000,2,0,0.02,1,0,100,7,0.085716,0.084768,0.089669,0.198501,0.796492,0.107617,4,4,2026-08-21T20:07:17+00:00
batch_05,t23_s2,t23,5M rows · 1 join · no group by · order by · limit 1000,fact_event_l,5000000,5050000,362000000,1,0,0.15,1,0,1000,7,0.094869,0.093316,0.097343,0.198357,0.795916,0.119195,4,4,2026-08-21T20:07:17+00:00
batch_05,t57_s3,t57,8M rows · 3 joins · group by · no limit,fact_event_x,8000000,8055200,578164800,3,1,0.45,0,0,0,5,0.926036,0.91505,0.930811,0.198214,0.79534,1.164327,4,4,2026-08-21T20:07:17+00:00
batch_05,t39_s4,t39,2M rows · 3 joins · group by · window · no limit,fact_event_s,2000000,2055200,146164800,3,1,0.9,0,1,0,5,0.57924,0.572169,0.585089,0.19807,0.794764,0.72882,4,4,2026-08-21T20:07:17+00:00
batch_05,t19_s2,t19,8M rows · 3 joins · group by · window · order by · limit 100,fact_event_x,8000000,8055200,578164800,3,1,0.15,1,1,100,5,0.458565,0.454731,0.463253,0.197927,0.794187,0.577402,4,4,2026-08-21T20:07:17+00:00
batch_05,t04_s2,t04,3M rows · 2 joins · no group by · window · order by · limit 100,fact_event_m,3000000,3055000,218160000,2,0,0.15,1,1,100,8,0.084184,0.081208,0.085345,0.197783,0.793611,0.106077,4,4,2026-08-21T20:07:17+00:00
batch_05,t03_s1,t03,8M rows · 2 joins · no group by · window · no limit,fact_event_x,8000000,8055000,578160000,2,0,0.02,0,1,0,5,0.143901,0.1435,0.145096,0.198153,0.795097,0.180985,4,4,2026-08-21T20:07:17+00:00
batch_05,t26_s3,t26,8M rows · 3 joins · no group by · order by · limit 1000,fact_event_x,8000000,8055200,578164800,3,0,0.45,1,0,1000,5,0.184548,0.183978,0.18946,0.198524,0.796584,0.231674,4,4,2026-08-21T20:07:17+00:00
batch_05,t11_s1,t11,3M rows · 0 joins · group by · limit 1000,fact_event_m,3000000,3000000,216000000,0,1,0.02,0,0,1000,11,0.054599,0.053983,0.055362,0.198894,0.79807,0.068414,4,4,2026-08-21T20:07:17+00:00
batch_05,t45_s3,t45,2M rows · 1 join · group by · window · order by · no limit,fact_event_s,2000000,2050000,146000000,1,1,0.45,1,1,0,5,0.172889,0.171631,0.173224,0.199265,0.799556,0.216231,4,4,2026-08-21T20:07:17+00:00
batch_05,t26_s2,t26,8M rows · 3 joins · no group by · order by · limit 1000,fact_event_x,8000000,8055200,578164800,3,0,0.15,1,0,1000,5,0.158691,0.156882,0.158871,0.199635,0.801042,0.198106,4,4,2026-08-21T20:07:17+00:00
batch_05,t22_s2,t22,5M rows · 2 joins · no group by · order by · limit 100,fact_event_l,5000000,5055000,362160000,2,0,0.15,1,0,100,7,0.097022,0.094542,0.098769,0.200005,0.802529,0.120895,4,4,2026-08-21T20:07:17+00:00
batch_05,t49_s3,t49,3M rows · 0 joins · group by · window · limit 100,fact_event_m,3000000,3000000,216000000,0,1,0.45,0,1,100,5,0.203554,0.200379,0.205205,0.200376,0.804015,0.253172,4,4,2026-08-21T20:07:17+00:00
batch_05,t54_s4,t54,8M rows · 0 joins · no group by · no limit,fact_event_x,8000000,8000000,576000000,0,0,0.9,0,0,0,5,0.179297,0.177523,0.180912,0.200746,0.805501,0.222591,4,4,2026-08-21T20:07:17+00:00
batch_05,t50_s4,t50,2M rows · 3 joins · no group by · limit 1000,fact_event_s,2000000,2055200,146164800,3,0,0.9,0,0,1000,10,0.06012,0.059056,0.06819,0.201117,0.806987,0.074499,4,4,2026-08-21T20:07:17+00:00
batch_06,t17_s1,t17,5M rows · 1 join · no group by · window · limit 1000,fact_event_l,5000000,5050000,362000000,1,0,0.02,0,1,1000,6,0.118586,0.116228,0.125446,0.250061,1.003379,0.118187,4,4,2026-08-21T20:12:52+00:00
batch_06,t02_s2,t02,3M rows · 3 joins · group by · window · order by · limit 1000,fact_event_m,3000000,3055200,218164800,3,1,0.15,1,1,1000,5,0.22225,0.218925,0.230315,0.251059,1.007382,0.220621,4,4,2026-08-21T20:12:52+00:00
batch_06,t13_s3,t13,5M rows · 2 joins · group by · window · order by · limit 100,fact_event_l,5000000,5055000,362160000,2,1,0.45,1,1,100,5,0.674673,0.66255,0.700666,0.252057,1.011386,0.667078,4,4,2026-08-21T20:12:52+00:00
batch_06,t41_s3,t41,3M rows · 1 join · no group by · limit 1000,fact_event_m,3000000,3050000,218000000,1,0,0.45,0,0,1000,7,0.087367,0.087001,0.088005,0.253054,1.01539,0.086043,4,4,2026-08-21T20:12:52+00:00
batch_06,t33_s2,t33,2M rows · 1 join · group by · no limit,fact_event_s,2000000,2050000,146000000,1,1,0.15,0,0,0,7,0.096454,0.09576,0.097339,0.254052,1.019393,0.094619,4,4,2026-08-21T20:12:52+00:00
batch_06,t32_s1,t32,8M rows · 0 joins · group by · order by · limit 1000,fact_event_x,8000000,8000000,576000000,0,1,0.02,1,0,1000,5,0.188123,0.18578,0.190097,0.25505,1.023397,0.183822,4,4,2026-08-21T20:12:52+00:00
batch_06,t09_s3,t09,5M rows · 1 join · no group by · no limit,fact_event_l,5000000,5050000,362000000,1,0,0.45,0,0,0,5,0.141758,0.141533,0.145129,0.256048,1.027401,0.137977,4,4,2026-08-21T20:12:52+00:00
batch_06,t43_s2,t43,8M rows · 1 join · no group by · order by · limit 100,fact_event_x,8000000,8050000,578000000,1,0,0.15,1,0,100,5,0.193081,0.192273,0.196265,0.257046,1.031405,0.187202,4,4,2026-08-21T20:12:52+00:00
batch_06,t28_s2,t28,2M rows · 3 joins · group by · limit 100,fact_event_s,2000000,2055200,146164800,3,1,0.15,0,0,100,6,0.106433,0.102761,0.132153,0.258043,1.035408,0.102793,4,4,2026-08-21T20:12:52+00:00
batch_06,t34_s3,t34,2M rows · 0 joins · no group by · window · limit 100,fact_event_s,2000000,2000000,144000000,0,0,0.45,0,1,100,5,0.119704,0.117214,0.125921,0.259041,1.039412,0.115165,4,4,2026-08-21T20:12:52+00:00
batch_06,t45_s2,t45,2M rows · 1 join · group by · window · order by · no limit,fact_event_s,2000000,2050000,146000000,1,1,0.15,1,1,0,6,0.114848,0.11285,0.11779,0.260039,1.043416,0.110069,4,4,2026-08-21T20:12:52+00:00
batch_06,t02_s3,t02,3M rows · 3 joins · group by · window · order by · limit 1000,fact_event_m,3000000,3055200,218164800,3,1,0.45,1,1,1000,5,0.517814,0.512149,0.523271,0.25987,1.042738,0.496591,4,4,2026-08-21T20:12:52+00:00
batch_06,t30_s1,t30,5M rows · 1 join · group by · window · no limit,fact_event_l,5000000,5050000,362000000,1,1,0.02,0,1,0,5,0.139177,0.139002,0.14183,0.259701,1.042061,0.133559,4,4,2026-08-21T20:12:52+00:00
batch_06,t25_s3,t25,8M rows · 1 join · no group by · limit 100,fact_event_x,8000000,8050000,578000000,1,0,0.45,0,0,100,5,0.22648,0.224937,0.229801,0.259533,1.041384,0.21748,4,4,2026-08-21T20:12:52+00:00
batch_06,t09_s1,t09,5M rows · 1 join · no group by · no limit,fact_event_l,5000000,5050000,362000000,1,0,0.02,0,0,0,6,0.111152,0.110031,0.114549,0.259364,1.040706,0.106804,4,4,2026-08-21T20:12:52+00:00
batch_06,t36_s4,t36,2M rows · 3 joins · no group by · window · order by · no limit,fact_event_s,2000000,2055200,146164800,3,0,0.9,1,1,0,5,0.205112,0.202616,0.213139,0.259195,1.040029,0.197218,4,4,2026-08-21T20:12:52+00:00
batch_06,t04_s4,t04,3M rows · 2 joins · no group by · window · order by · limit 100,fact_event_m,3000000,3055000,218160000,2,0,0.9,1,1,100,5,0.302269,0.299862,0.308367,0.259026,1.039352,0.290824,4,4,2026-08-21T20:12:52+00:00
batch_06,t60_s4,t60,3M rows · 2 joins · group by · window · order by · no limit,fact_event_m,3000000,3055000,218160000,2,1,0.9,1,1,0,5,0.823118,0.822486,0.829425,0.258857,1.038674,0.79247,4,4,2026-08-21T20:12:52+00:00
batch_06,t11_s3,t11,3M rows · 0 joins · group by · limit 1000,fact_event_m,3000000,3000000,216000000,0,1,0.45,0,0,1000,5,0.194668,0.192648,0.198256,0.258689,1.037997,0.187542,4,4,2026-08-21T20:12:52+00:00
batch_06,t08_s1,t08,5M rows · 0 joins · no group by · window · limit 1000,fact_event_l,5000000,5000000,360000000,0,0,0.02,0,1,1000,6,0.118607,0.114943,0.12056,0.25852,1.03732,0.11434,4,4,2026-08-21T20:12:52+00:00
batch_06,t24_s1,t24,5M rows · 3 joins · group by · window · order by · no limit,fact_event_l,5000000,5055200,362164800,3,1,0.02,1,1,0,5,0.178435,0.17582,0.181423,0.258351,1.036642,0.172128,4,4,2026-08-21T20:12:52+00:00
batch_06,t53_s1,t53,5M rows · 1 join · group by · limit 1000,fact_event_l,5000000,5050000,362000000,1,1,0.02,0,0,1000,5,0.123566,0.122868,0.123906,0.258398,1.036831,0.119177,4,4,2026-08-21T20:12:52+00:00
batch_06,t40_s3,t40,3M rows · 3 joins · group by · window · limit 100,fact_event_m,3000000,3055200,218164800,3,1,0.45,0,1,100,5,0.422636,0.419733,0.430114,0.258445,1.037019,0.407549,4,4,2026-08-21T20:12:52+00:00
batch_06,t40_s1,t40,3M rows · 3 joins · group by · window · limit 100,fact_event_m,3000000,3055200,218164800,3,1,0.02,0,1,100,7,0.089569,0.087041,0.091221,0.258492,1.037207,0.086356,4,4,2026-08-21T20:12:52+00:00
batch_06,t09_s2,t09,5M rows · 1 join · no group by · no limit,fact_event_l,5000000,5050000,362000000,1,0,0.15,0,0,0,5,0.123823,0.121378,0.128005,0.258539,1.037395,0.11936,4,4,2026-08-21T20:12:52+00:00
